,age,balance,duration
0,-1.0562696524273598,0.12107185807539463,-0.7118608021259983
1,-0.7725828148853345,1.1186442967405494,-0.1691938897666138
2,-0.5834582565239843,-0.024144382996115262,-0.3038984424799362
3,-1.0562696524273598,0.017725746008484842,-0.25001662139460723
4,1.6860364438122186,-0.4727529080454021,-0.14610168073004423
5,-0.5834582565239843,-0.22452285751813003,-0.47324130874811293
6,-0.48889597734330914,-0.3707360064230828,0.2964989924708723
7,-0.2052091398012838,-0.423904424206702,-0.4347542936871637
8,-0.016084581439933576,-0.3993140309817781,-0.7965322352600868
9,0.17303997692141665,-0.5019955378263926,0.18873535030021438
10,-0.2052091398012838,2.6422517688523866,0.034787290056417314
11,0.17303997692141665,-0.38502501870243044,-0.5810049509187709
12,-0.48889597734330914,-0.10422931228269165,0.24646587289163827
13,-2.001892444234111,-0.3059369972492969,-0.0113971280167218
14,-0.9617073732466848,-0.35312396803225893,-0.6733737870650491
15,-0.11064686062060869,-0.40828620148276384,-0.2885036364555565
16,1.4023496062701932,0.8807156271588537,-0.09606856115081018
17,-0.394333698162634,0.29719224198363314,-0.577156249412676
18,-1.5290810483307355,-0.5461917851090261,-0.05373284458376599
19,-0.9617073732466848,-0.42888896337391624,-0.4463003982054485
20,-0.2997714189819589,-0.4727529080454021,-0.6464328765223847
21,0.07847769774074154,-0.46743606626704015,-0.4770900102542079
22,0.26760225610209176,-0.43752883126375436,-0.5963997569431506
23,0.26760225610209176,-0.44184876520867344,-0.5348205328456318
24,-1.4345187691500603,-0.2923125901922445,-0.365477666577455
25,-0.016084581439933576,1.4821833533360456,-0.315444546998221
26,1.3077873270895182,-0.2643991708558444,-0.06527894910205077
27,2.4425346772576195,-0.24147029068665865,-0.5579127418822013
28,1.4023496062701932,-0.2122276609056681,-0.4424516966993535
29,1.1186627687281678,-0.437861133874902,-0.731104309656473
30,2.537096956438295,0.9192627300519776,2.4363770298596514
31,-0.9617073732466848,-0.4159291615391591,-0.7041633991138085
32,1.6860364438122186,-0.45879619837720204,-0.8619601608637005
33,-0.8671450940660096,0.36996651382496193,2.671147821731442
34,0.7404136520054674,-0.06235918327809155,0.34653211205010637
35,0.07847769774074154,0.1290471207429375,-0.4386029951932586
36,3.482719748245046,-0.39665561009259714,-0.6425841750162897
37,-0.8671450940660096,0.22142724664197583,-0.5078796223029672
38,-0.7725828148853345,0.8348578668204821,1.928348431055121
39,-1.7182056066920857,-0.35212706019881607,-0.9543289970099788
40,-0.2997714189819589,3.505241650002755,1.3279509961043126
41,-0.48889597734330914,-0.2889895640807683,-0.6079458614614354
42,1.0241004895474928,-0.10157089139351069,0.3888678286171505
43,-0.8671450940660096,-0.3411610740309446,-0.22692441235803767
44,-0.8671450940660096,0.2596420469239521,-0.9735725045404534
