,age,final-weight,education-num,capital-gain,hours-per-week
0,-0.44055669863883257,-1.4945098593936441,-0.03787620512681233,-0.14460051696390516,2.5419755124966197
1,-0.44055669863883257,-0.8941766967737016,-0.4283525466403434,-0.14460051696390516,-0.009653663716673791
2,0.8222090873770428,-0.004769648987069818,-1.5997815711809364,-0.14460051696390516,-1.2854682518233205
3,0.5993680663154177,2.540903613170854,-0.4283525466403434,-0.14460051696390516,0.41561786565220843
4,-0.8119584004082077,0.1603259440969718,-1.5997815711809364,-0.14460051696390516,-0.009653663716673791
5,-0.5891173793465826,1.0348211921798238,-0.4283525466403434,-0.14460051696390516,0.8408893950210907
6,1.416451810208043,0.4809249631828744,0.3526001363867187,0.43643793107611817,-0.009653663716673791
7,0.15368602419216762,1.058698769887318,-0.03787620512681233,-0.14460051696390516,-0.009653663716673791
8,0.8222090873770428,-0.6705464466706224,-1.2093052296674054,-0.14460051696390516,-0.009653663716673791
9,0.8964894277309179,-1.489321114042172,1.5240291609273118,-0.14460051696390516,0.41561786565220843
10,-1.4062011232392078,-0.10250504340920986,-0.4283525466403434,-0.14460051696390516,-0.8601967224544382
11,-1.629042144300833,0.15692287507366406,-1.2093052296674054,-0.14460051696390516,-2.391174228182414
12,-0.29199601793108254,0.3056762575732499,0.3526001363867187,-0.14460051696390516,-0.009653663716673791
13,0.00512534348441757,1.2360416718189782,-0.03787620512681233,-0.14460051696390516,-0.009653663716673791
14,1.0450501084386679,-0.828920043524559,1.1335528194137807,-0.14460051696390516,1.266160924389973
15,-0.2177156775772075,0.23150057177400948,0.7430764779002498,-0.14460051696390516,0.8408893950210907
16,-0.8119584004082077,-0.0890517018582763,-0.4283525466403434,-0.14460051696390516,-0.009653663716673791
17,-0.5891173793465826,-0.32723848621764706,1.1335528194137807,1.8700031091728186,0.8408893950210907
18,1.490732150561918,-1.1195832741142215,1.9145055024408428,-0.14460051696390516,-0.8601967224544382
19,-0.06915499686945745,0.20806240133051368,-0.4283525466403434,-0.14460051696390516,-0.3498708872117796
20,1.1936107891464178,-1.4755125070437503,-0.03787620512681233,-0.14460051696390516,0.8408893950210907
21,-1.0347994214698328,-0.244321400592053,-1.5997815711809364,-0.14460051696390516,-0.009653663716673791
22,0.7479287470231678,-0.6633943922672422,0.3526001363867187,-0.14460051696390516,-1.2854682518233205
23,-0.14343533722333246,-0.1514288351646201,-0.03787620512681233,-0.14460051696390516,0.8408893950210907
24,0.37652704525379266,-0.7255097510333315,-0.03787620512681233,-0.14460051696390516,-0.009653663716673791
25,-1.0347994214698328,-0.09627854898744352,-0.4283525466403434,-0.14460051696390516,-0.009653663716673791
26,0.07940568383829259,-1.1992936216216987,1.5240291609273118,-0.14460051696390516,2.5419755124966197
27,-0.5148370389927076,-0.774414844607295,-0.4283525466403434,-0.14460051696390516,2.116703983127737
28,0.4508073856076677,-0.837923217891167,-0.4283525466403434,-0.14460051696390516,-0.009653663716673791
29,-1.1090797618237078,0.1789025873643137,-0.4283525466403434,-0.14460051696390516,-0.17976227546422668
30,1.565012490915793,-0.08396579650476145,-0.4283525466403434,0.546757923001834,-0.009653663716673791
31,0.07940568383829259,0.06297386239449004,0.7430764779002498,-0.14460051696390516,1.266160924389973
