,LIMIT_BAL,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6
0,-0.819813185338633,-0.27694210172311906,0.12724752196889208,0.14124982031325908,0.16739578193378302,0.2405128010634463,0.3223034823162551,0.3644646893377285,-0.24643823198713696,-0.21069005806375915,-0.1883420790913473,-0.09224964018244107,-0.11058630110076195,0.2636667968685008
1,-0.2780693641953845,-0.3845551196843076,1.1262184702947369,1.167383322651761,0.7496169298193572,0.3051279258934434,0.37914158003192516,0.3738306309801039,0.2955178756304607,-0.062242018144388095,0.00442557985558562,0.03274572268483647,-0.2880173426754326,0.053184654135933075
2,2.585433690418929,-0.49216813764549616,4.073908041603315,4.163805643867254,4.228641113996159,4.2873070735912275,2.0820419637919843,5.3793914773123745,1.005973063980075,0.5447184514438804,1.0095427422475072,0.09055607801095232,1.6504029679108994,1.5849684478721946
3,-0.12328541529731354,0.3687360060440123,-0.22509250751152615,-0.23240224519097735,-0.23430791575749219,-0.20826380582246967,-0.21027739866358686,-0.19003526867052928,-9.454670641073627e-05,-0.23099361960021084,-0.19498923974468982,-0.15474732161607982,-0.1221939393346189,-0.15729748859663464
4,-0.8972051597876685,-0.27694210172311906,0.05263626210211211,0.04751848959568262,0.06922722858682331,-0.32906734767258455,-0.2915737865118018,-0.2924351332702078,-0.1971694949309917,-0.19328700531822912,-0.2804052541401411,-0.2172450030497186,-0.23948635996435447,-0.2099180242797766
5,-0.4328533130934555,0.04589695216044662,-0.6389003383389283,-0.6475401138863788,-0.6518457171232733,-0.63717079540022,-0.6221801726569934,-0.6276502502244682,-0.36862469988637714,-0.3267104097006259,-0.3279324528115401,-0.2797426844833574,-0.2880173426754326,-0.2625385599629185
6,-0.665029236440562,-1.245459263373816,0.4425270844727663,0.504505949301126,1.6256936148759633,0.5920246772139287,0.6658166178717607,0.709868765653378,0.0492727278238468,-0.12657530312703072,-0.12851763321126466,-0.08856227697785637,-0.12689226909594195,-0.11741112254881307
7,-0.12328541529731354,-1.030233227451439,-0.5353598495643279,-0.5273921907826574,-0.49480492611790877,-0.44766315426623665,-0.41509137836850624,-0.40003646985405267,-0.3786755222458308,-0.2582003920590561,-0.22822504301140237,-0.22749462280483534,-0.2216879813391071,-0.15729748859663464
8,0.5732423547440059,-0.27694210172311906,2.350058330705382,2.4578786346003376,2.6189802297786153,2.527679884464805,2.696951772572866,2.6583467550638185,0.44332408679889646,0.253391348483708,0.14401595357577843,0.18898992626893338,0.15362565488893454,0.10580518981907501
9,-0.12328541529731354,-0.9226202094902504,0.12772422771831474,0.2135036778779053,0.23279814264043303,0.32544841871173175,0.49230150548685264,0.48921771518581786,0.05902793776096355,-0.3267104097006259,-0.17504775778466228,0.23392575921971967,-0.2880173426754326,0.21104626118535888
